f1,f2,f3,f4,f5,label
0.5695191188832245,0.4471190429037566,0.6065334947960643,0.9317584786622296,0.6327475079547936,1.0
0.1293982186968852,0.7902803450116076,0.5350483169019075,0.6530661813941266,0.8877379390593468,0.0
0.7034738325494037,0.4775534327144801,0.1420912401756491,0.1238185031312125,0.766069839043126,1.0
0.8973803422658294,0.6862898855626356,0.5632394713759632,0.8600069134550454,0.954935261485525,1.0
0.4912988810706601,0.6803041794939255,0.3949645674977093,0.3297480773780407,0.3724878271741593,0.0
0.5941925913307718,0.6019576188376333,0.6936780369371992,0.7999760656626101,0.5741971111776972,0.0
0.1537042598033042,0.2940349229414792,0.5199790504934775,0.0093558637453561,0.0624979654509123,0.0
0.9563789384882572,0.4873705474076371,0.4239579872827871,0.1314469972438526,0.2443319732730104,0.0
0.7234784250439137,0.2749529098397077,0.7148326717445674,0.4420412154222419,0.5559567697470998,0.0
0.2046085964266856,0.4681547188306045,0.3336277152383874,0.0734854790883809,0.059625110477545,0.0
0.8725489786430495,0.5997643027320525,0.8045424824025011,0.3130559524286498,0.81855181442512,1.0
0.2442058020922174,0.1054194643400391,0.1599051942663296,0.7405073469243724,0.8561138214804779,0.0
0.2689623249649154,0.2083939078562479,0.5488936396960166,0.564702314432565,0.4291797982599397,0.0
0.178891463338729,0.6897281542446783,0.2098460723983533,0.1392660036303658,0.4438958031810833,1.0
0.3659810196827883,0.8322701681922283,0.8882121456250154,0.6711945612201519,0.7236344002549051,1.0
0.913004209033364,0.1155094119239245,0.939398395253112,0.6303802987797351,0.0956001699368475,1.0
0.3010030176335088,0.2868644370567403,0.8199225070901698,0.7532209776852262,0.8660631311921636,1.0
0.334535789606296,0.9293566173732892,0.2307106093080156,0.284763768086505,0.1987138921667631,0.0
0.5899679639647463,0.4566346702940231,0.2815980052477282,0.2833829832596972,0.3368218291800049,0.0
0.2967961397643222,0.6564765406309745,0.8476131499567319,0.8146746405559286,0.3570518581562752,1.0
0.9140191221706384,0.6812458172449236,0.33447383549343,0.0422512368167367,0.5713745148631216,1.0
0.9559696384034466,0.7246843392448136,0.7581953810405583,0.6788606299936887,0.9912246828296152,1.0
0.0691036069829975,0.4949192509003777,0.8498231823728757,0.4173528832467591,0.022594500703322,1.0
0.8743938297111714,0.6501413799295902,0.7653348189701938,0.0139356624184504,0.3410617082605718,1.0
0.9290706806611112,0.5315854842023626,0.6859915567560051,0.924320099828856,0.5842567926524912,1.0
0.7767235466371725,0.9753872287493082,0.5376806163686241,0.0305065384930587,0.3034915648252794,1.0
0.6983531964618495,0.8466968746622746,0.2512766807598617,0.0887434394144996,0.2636355880353419,0.0
0.8076053506922,0.7803041952626805,0.2891399267918536,0.6977562971385393,0.8632438396879835,1.0
0.2312107143686294,0.7071472710441314,0.4888212041855856,0.8973125187820536,0.4131636029672109,0.0
0.719487228311685,0.3580909724943499,0.413477885958221,0.6639527364668977,0.7495338176840571,0.0
0.3804393873816141,0.1359378053878533,0.3740540124858488,0.3982516963364568,0.6490968515787153,0.0
0.5878588377248986,0.0394737130845841,0.4304512576377771,0.3235287227291875,0.5672729898090874,0.0
0.0495283253065035,0.7502642810430804,0.7945405824369772,0.4175787857413754,0.43312703173052,1.0
0.9585751060263732,0.5621754226263992,0.5341110486553581,0.8268759334288309,0.4412186035177287,1.0
0.3142863486338616,0.6608822773568106,0.3643924162372259,0.4240450113284927,0.6595967420904922,0.0
0.3610348290405051,0.2696272103221663,0.6860822432620853,0.1557055606240308,0.1046266402692808,0.0
0.4429276820860929,0.9180263199101406,0.4891917129137135,0.7027682624491635,0.8954029116405535,0.0
0.4920437449974387,0.1357114155032397,0.9565387920113696,0.7088194881719917,0.5609056418863648,0.0
0.0229366137633632,0.8108178633513176,0.691826109221265,0.8116849039839039,0.7429928878702542,1.0
0.0268517197246542,0.8087104006259418,0.5970534166901382,0.5359462700402886,0.414547870037304,0.0
0.1470777975360315,0.4164107920011541,0.1657041112541333,0.6355522333832742,0.6043669598062886,0.0
0.9964006691188592,0.2723727791698195,0.0113042255777999,0.9477500239138488,0.858254520095676,1.0
0.9920715445697844,0.949670719309438,0.6741731857411444,0.1653534971585402,0.0953172986177176,1.0
0.0024081599800078,0.4570151785252185,0.0146313361838854,0.1260663998056924,0.6610483336485578,0.0
0.1396041282886134,0.2908038395989931,0.30405320528975,0.8331522618901686,0.6409021839833735,0.0
0.2662202930155964,0.542774384070663,0.1388338457239579,0.5504813682426165,0.915163884127264,0.0
0.04121582519645,0.8492337814695075,0.6902019669493222,0.7635411563685733,0.7038784361944664,1.0
0.6889361056175193,0.9201450614707488,0.9044472658498526,0.6160100170554549,0.1229491990534537,1.0
0.4453767229236626,0.417360295127281,0.3513309193355072,0.7484863642370534,0.0456869297715961,1.0
0.8400377098198636,0.0752726624431165,0.6910660852652405,0.955021376212081,0.6953325795780743,1.0
0.28457978383859,0.9419164971305836,0.4597963174355515,0.5984603211909283,0.1659921542211232,0.0
0.0549992080835085,0.7499507758224169,0.6291194311963307,0.5305349062847008,0.5250440272924839,1.0
0.4875847684368853,0.408603131955741,0.4610822670782506,0.4215593508356275,0.3678355467463925,1.0
0.8567403687971011,0.9115433608178762,0.629287408836341,0.9212585727804244,0.7775590040574315,1.0
0.5876864672439344,0.8763755368309675,0.4984114803824884,0.3980958211131449,0.572670771631975,1.0
0.6838613540888521,0.8124832352180311,0.4089459333442899,0.7072251506143405,0.903988422367039,1.0
0.9907923524056272,0.5468521729663716,0.1321846312412495,0.5503540590262398,0.8822746249937137,1.0
0.997389810262978,0.2270385683769653,0.1178737720470994,0.2433637669560084,0.5957394114738072,0.0
0.5885997935635051,0.2281128584538857,0.2129098589238949,0.4316457750888056,0.5019640994724094,0.0
0.9332039617927056,0.5733154904201211,0.4914353448401206,0.5619829072080151,0.8377046724722715,1.0
0.5844300798509963,0.7629994379846747,0.4601312837858947,0.3503163082994218,0.675591793024393,1.0
0.1218600151178272,0.5475166250424569,0.2417240495366812,0.3667530753028469,0.9208890820857984,0.0
0.006339952234346,0.6303857349962838,0.2412870619935617,0.8363869397533801,0.499076762103244,0.0
0.6451580919551432,0.8313533451208512,0.2761635832529567,0.3837648078353574,0.6446206780469566,0.0
0.554554802811183,0.4011904730368556,0.8904246473480847,0.2913230918755527,0.8302086072589968,1.0
0.5678543262681875,0.9093101115569092,0.4796191943215816,0.3287931155251044,0.2830188625629605,1.0
0.8108362492947183,0.9054656643047267,0.0167045606340174,0.7455439866861591,0.2873616809907298,0.0
0.4441650430808264,0.9932322132023478,0.7303487215523249,0.5311430030657337,0.9764635624666544,0.0
0.9739856436890926,0.9329053767557212,0.6395310351597957,0.3877543170009099,0.9098707141337544,1.0
0.3328309451412731,0.6018047138078446,0.6023836792918558,0.2361778881362326,0.002915812164431,1.0
0.656622724588414,0.1877322791802309,0.5767800827847894,0.4755594176016189,0.3419180253745139,0.0
0.1398303215003927,0.2851947717851799,0.6611116977968369,0.3134708484010109,0.5897087449809103,0.0
0.923981102915196,0.2919077832131288,0.811097137036379,0.6562479240812462,0.7907272764839461,1.0
0.9629083046659576,0.8311129542782395,0.154528133636783,0.3702857074831007,0.0518014208213939,0.0
0.8030350237120879,0.1891122784305613,0.9621758034659068,0.8248437770900747,0.6554662369602876,1.0
0.4933522418127197,0.5897593946419046,0.7727103378943736,0.0086229372281153,0.5787043324045581,1.0
0.4960559262199898,0.4550523677942224,0.841134408263888,0.2355293410699686,0.4093208515158438,1.0
0.5968761028232221,0.2569268247150865,0.7590719230714172,0.28594094727529,0.5015648728450378,1.0
0.7305287800770419,0.160741883159808,0.5579073537683937,0.7413200837555409,0.3766326689606305,0.0
0.3719814908260566,0.8829424989848327,0.6904465938643184,0.290110803643775,0.6989140684034955,1.0
0.6101544352328406,0.6902525568389941,0.2089298754605706,0.8085777864369672,0.3315103208921123,1.0
0.112453710909505,0.7017150363188909,0.1489458710459622,0.3086676649020343,0.0254698562645097,0.0
0.9992797663823376,0.5849268964783096,0.1577880692390646,0.6138080310454934,0.6206956451137102,1.0
0.4822061206894125,0.0964250622351421,0.7755010436065646,0.6688519367873932,0.2704114723761137,1.0
0.219160576284588,0.4542192863095947,0.9249019890970512,0.2302592020494887,0.590672239562166,1.0
0.3980184766293418,0.8578112471886661,0.0362543793947092,0.0931109302907355,0.4151146985033385,0.0
0.7578997762635729,0.3141251259129791,0.8711544054964728,0.039354827635466,0.9764374709140928,1.0
0.3793226308722801,0.1096759855173208,0.7213567590415904,0.3406555035358134,0.145964127878213,1.0
0.0652548893033895,0.7704321322234727,0.5801735722261877,0.7725629982841068,0.0182286382582161,0.0
0.1370713548162926,0.9366014627170604,0.0208616498934651,0.540756900151576,0.0294498272656476,0.0
0.591669406778927,0.5046857898219668,0.0594065118059051,0.8795029820007086,0.7165712498295075,1.0
0.6661010395573758,0.8144015558651573,0.7615585496932413,0.4551342514894096,0.945250970595812,1.0
0.911025860463072,0.4935691171828352,0.6668141742092876,0.1030495663620549,0.5140963750466342,1.0
0.1710219165771619,0.679859800840958,0.7287522104121057,0.8627644101529676,0.7080437836902399,0.0
0.2336801625012834,0.1342491551639621,0.0775366169642715,0.8051849363091618,0.2933703205876259,0.0
0.2793831806423257,0.1733295323264485,0.461537980226325,0.768057779181316,0.5822639404824068,0.0
0.0007334364525475,0.3976677992892331,0.3104427550273193,0.1554743206790023,0.0429957789159779,0.0
0.5294903266783981,0.4885452152038837,0.3872603156551685,0.3282769569730052,0.4766144497833228,0.0
0.4753247983046879,0.1519666110333146,0.0755860990337272,0.4769444217272092,0.9085916745434068,0.0
0.3963572539839891,0.637737304621144,0.5612559316804684,0.742234407982885,0.9163781842238548,0.0
0.6961704566182672,0.3844000270803804,0.3413154801935351,0.2399532756600114,0.2304028748007056,1.0
0.7454851179311116,0.7866292703694348,0.3599895497169234,0.0715117592320027,0.8207557354778414,1.0
0.7109486233327668,0.250062844574462,0.3362392881779965,0.8644954756214199,0.6100964548816229,0.0
0.5878613173709553,0.4875036835685482,0.3512240576032441,0.8241675911349587,0.7066856594015316,1.0
0.6700936415285974,0.3722664771562777,0.7867187790504966,0.7942735741945715,0.5221525146826704,1.0
0.4009871503810412,0.9676796043399956,0.3378396768792158,0.7906206271783003,0.8760653977927539,0.0
0.2738464311161854,0.9246744028508008,0.2498969367944793,0.8142937177843376,0.9552114506563082,1.0
0.6840486712645121,0.7417568779232702,0.9912570079389874,0.191713020897501,0.975639448718388,1.0
0.3885765997548396,0.3378773436539479,0.669292474620853,0.8365561283945018,0.449512067927017,1.0
0.6727679723398,0.3285742843341932,0.8176563329528732,0.1692036737181336,0.5167805033360953,1.0
0.0048604452757,0.5447371489363184,0.0690975604693202,0.5232036122983967,0.0604148524718043,0.0
0.7884306165205033,0.1440378808688123,0.0049516408336937,0.4093693708867366,0.0412280935566611,0.0
0.5526055859530506,0.5704150187770305,0.5789580091487783,0.4110299281118407,0.5338390803461412,0.0
0.5031953378979928,0.0051672962775859,0.4247819659447643,0.9322757284932394,0.883721149726721,0.0
0.4943389591073599,0.8901077989943802,0.9850796255407944,0.7136025256223755,0.1337000332428565,1.0
0.753223644519022,0.4203324683428201,0.8201438233975347,0.6720765259858442,0.5159586503763283,0.0
0.3978609640270081,0.1274667901937092,0.6223647567553222,0.2710740084572586,0.362720753867804,0.0
0.8819921822425321,0.94047679759355,0.1515905967353695,0.6611443564009668,0.1152347426552213,1.0
0.5924340612852048,0.6455828579551345,0.5271272773092704,0.2046374013787028,0.8124714143564059,1.0
0.2628539003336325,0.6261114599223284,0.3359494148346477,0.8712487785844264,0.351456584617562,1.0
0.4358388356481989,0.074960197915385,0.5716203574865457,0.3779761932177798,0.0447557895140269,0.0
0.4727240048478092,0.0762086221465695,0.4655264536665103,0.1573398615968873,0.813880207536716,0.0
0.2604910160727104,0.2665372593542796,0.6125996433539236,0.0438184570810973,0.4470113929327148,0.0
0.0735333495930714,0.0018951072183581,0.5101227270991497,0.9542059019893858,0.2237289561539089,0.0
0.7026004901575752,0.4807101642973844,0.4792266278080942,0.252371263320682,0.403577416867392,0.0
0.5407735865578854,0.0910986879131552,0.314717642520737,0.408991688096558,0.7133089748757933,0.0
